customer_id,segment,retention_priority,R_score,F_score,M_score,RFM_score
CUST01229,Hibernating,6,2,2,2,6
CUST01230,Hibernating,6,2,2,1,5
CUST01231,Hibernating,6,1,1,1,3
CUST01232,Hibernating,6,1,1,1,3
CUST01233,Needs Attention,5,3,2,2,7
CUST01234,At Risk,1,2,3,4,9
CUST01235,Hibernating,6,1,2,2,5
CUST01236,Loyal Customers,3,5,4,3,12
CUST01237,At Risk,1,2,3,4,9
CUST01238,Loyal Customers,3,3,4,5,12
CUST01239,Hibernating,6,1,1,1,3
CUST01240,Potential Loyalists,2,5,2,2,9
CUST01241,Potential Loyalists,2,4,2,1,7
CUST01242,Champions,4,4,5,5,14
CUST01243,Loyal Customers,3,3,4,4,11
CUST01244,Loyal Customers,3,4,3,5,12
CUST01245,Hibernating,6,1,1,1,3
CUST01246,Hibernating,6,1,1,1,3
CUST01247,Potential Loyalists,2,5,2,4,11
CUST01248,At Risk,1,2,2,4,8
CUST01249,Loyal Customers,3,3,4,5,12
CUST01250,Hibernating,6,1,2,2,5
CUST01251,Needs Attention,5,3,2,2,7
CUST01252,Loyal Customers,3,4,3,5,12
CUST01253,At Risk,1,2,3,5,10
CUST01254,Loyal Customers,3,3,3,5,11
CUST01255,Needs Attention,5,3,2,5,10
CUST01256,Hibernating,6,1,1,1,3
CUST01257,Loyal Customers,3,4,3,3,10
CUST01258,Hibernating,6,1,1,1,3
CUST01259,At Risk,1,2,2,3,7
CUST01260,Potential Loyalists,2,5,2,3,10
CUST01261,Potential Loyalists,2,5,2,1,8
CUST01262,Potential Loyalists,2,4,2,1,7
CUST01263,Champions,4,4,4,5,13
CUST01264,Needs Attention,5,3,2,5,10
CUST01265,Loyal Customers,3,5,3,4,12
CUST01266,Loyal Customers,3,3,4,5,12
CUST01267,Loyal Customers,3,3,3,3,9
CUST01268,Potential Loyalists,2,5,2,2,9
CUST01269,Needs Attention,5,3,2,2,7
CUST01270,Needs Attention,5,3,2,1,6
CUST01271,Potential Loyalists,2,5,2,2,9
CUST01272,Potential Loyalists,2,4,2,4,10
CUST01273,At Risk,1,1,2,4,7
CUST01274,Loyal Customers,3,4,3,3,10
CUST01275,Champions,4,4,4,5,13
CUST01276,Hibernating,6,2,2,2,6
CUST01277,At Risk,1,2,2,3,7
CUST01278,Loyal Customers,3,3,3,3,9
CUST01279,At Risk,1,2,2,4,8
CUST01280,Champions,4,4,4,5,13
CUST01281,Hibernating,6,1,1,1,3
CUST01282,Needs Attention,5,3,2,2,7
CUST01283,Champions,4,4,5,5,14
CUST01284,Hibernating,6,1,1,1,3
CUST01285,At Risk,1,2,3,3,8
CUST01286,Hibernating,6,1,1,1,3
CUST01287,At Risk,1,2,3,3,8
CUST01288,Hibernating,6,2,2,2,6
CUST01289,Potential Loyalists,2,5,2,3,10
CUST01290,Loyal Customers,3,3,3,3,9
CUST01291,Hibernating,6,1,1,1,3
CUST01292,Loyal Customers,3,4,3,5,12
CUST01293,Loyal Customers,3,5,3,3,11
CUST01294,Potential Loyalists,2,5,2,3,10
CUST01295,At Risk,1,2,4,5,11
CUST01296,Potential Loyalists,2,5,2,2,9
CUST01297,Champions,4,5,4,4,13
CUST01298,Hibernating,6,1,1,1,3
CUST01299,At Risk,1,1,2,3,6
CUST01300,Champions,4,4,4,5,13
CUST01301,Loyal Customers,3,3,3,3,9
CUST01302,Champions,4,5,5,5,15
CUST01303,Potential Loyalists,2,5,2,3,10
CUST01304,Loyal Customers,3,4,3,3,10
CUST01305,Needs Attention,5,3,2,1,6
CUST01306,Loyal Customers,3,3,3,5,11
CUST01307,Hibernating,6,1,1,1,3
CUST01308,Hibernating,6,2,2,2,6
CUST01309,Loyal Customers,3,3,4,4,11
CUST01310,At Risk,1,2,3,4,9
CUST01311,Loyal Customers,3,4,3,3,10
CUST01312,Loyal Customers,3,5,3,4,12
CUST01313,Loyal Customers,3,5,3,4,12
CUST01314,Loyal Customers,3,5,3,3,11
CUST01315,Hibernating,6,1,1,1,3
CUST01316,Hibernating,6,2,2,2,6
CUST01317,Hibernating,6,1,1,1,3
CUST01318,Hibernating,6,2,2,2,6
CUST01319,Hibernating,6,2,2,1,5
CUST01320,Hibernating,6,1,2,2,5
CUST01321,At Risk,1,2,5,4,11
CUST01322,Hibernating,6,2,2,2,6
CUST01323,Hibernating,6,1,1,1,3
CUST01324,Hibernating,6,1,1,1,3
CUST01325,Hibernating,6,1,1,1,3
CUST01326,At Risk,1,2,2,4,8
CUST01327,Loyal Customers,3,3,4,5,12
CUST01328,Loyal Customers,3,3,3,5,11
CUST01329,Loyal Customers,3,3,4,4,11
CUST01330,Champions,4,5,4,5,14
CUST01331,Champions,4,5,4,4,13
CUST01332,Champions,4,5,4,5,14
CUST01333,Needs Attention,5,3,2,2,7
CUST01334,At Risk,1,1,2,3,6
CUST01335,Loyal Customers,3,3,3,5,11
CUST01336,Loyal Customers,3,5,3,3,11
CUST01337,Needs Attention,5,3,2,3,8
CUST01338,Potential Loyalists,2,5,2,1,8
CUST01339,Hibernating,6,1,2,2,5
CUST01340,Needs Attention,5,3,2,2,7
CUST01341,Potential Loyalists,2,4,2,2,8
CUST01342,Loyal Customers,3,3,3,3,9
CUST01343,Loyal Customers,3,5,4,3,12
CUST01344,Hibernating,6,1,1,1,3
CUST01345,Potential Loyalists,2,4,2,5,11
CUST01346,Champions,4,4,4,5,13
CUST01347,Hibernating,6,2,2,1,5
CUST01348,Hibernating,6,2,2,2,6
CUST01349,Loyal Customers,3,3,3,5,11
CUST01350,Hibernating,6,1,1,1,3
CUST01351,Potential Loyalists,2,4,2,2,8
CUST01352,At Risk,1,2,3,3,8
CUST01353,Needs Attention,5,3,2,2,7
CUST01354,Loyal Customers,3,5,3,3,11
CUST01355,Hibernating,6,2,2,2,6
CUST01356,Potential Loyalists,2,4,2,1,7
CUST01357,Hibernating,6,2,2,1,5
CUST01358,Potential Loyalists,2,5,2,3,10
CUST01359,At Risk,1,2,3,3,8
CUST01360,Hibernating,6,1,2,1,4
CUST01361,Potential Loyalists,2,5,2,3,10
CUST01362,Needs Attention,5,3,2,2,7
CUST01363,Needs Attention,5,3,2,2,7
CUST01364,At Risk,1,1,2,4,7
CUST01365,Hibernating,6,1,1,1,3
CUST01366,Hibernating,6,2,2,1,5
CUST01367,Needs Attention,5,3,2,1,6
CUST01368,Hibernating,6,1,1,1,3
CUST01369,Potential Loyalists,2,4,2,2,8
CUST01370,At Risk,1,1,3,4,8
CUST01371,Loyal Customers,3,5,3,5,13
CUST01372,Needs Attention,5,3,2,1,6
CUST01373,Potential Loyalists,2,4,2,1,7
CUST01374,Hibernating,6,2,2,1,5
CUST01375,Loyal Customers,3,3,3,3,9
CUST01376,Potential Loyalists,2,4,2,2,8
CUST01377,Potential Loyalists,2,5,2,2,9
CUST01378,Hibernating,6,2,2,1,5
CUST01379,Hibernating,6,1,1,1,3
CUST01380,Loyal Customers,3,4,3,3,10
CUST01381,Champions,4,5,5,5,15
CUST01382,Loyal Customers,3,5,3,3,11
CUST01383,Champions,4,5,4,4,13
CUST01384,At Risk,1,2,3,5,10
CUST01385,Champions,4,5,4,4,13
CUST01386,Champions,4,5,4,5,14
CUST01387,At Risk,1,2,2,3,7
CUST01388,Needs Attention,5,3,2,5,10
CUST01389,Loyal Customers,3,3,3,4,10
CUST01390,Loyal Customers,3,5,3,4,12
CUST01391,At Risk,1,2,2,3,7
CUST01392,Potential Loyalists,2,5,2,4,11
CUST01393,Needs Attention,5,3,2,2,7
CUST01394,Loyal Customers,3,5,3,4,12
CUST01395,Champions,4,4,4,5,13
CUST01396,At Risk,1,2,2,3,7
CUST01397,Champions,4,5,4,5,14
CUST01398,Needs Attention,5,3,2,4,9
CUST01399,Champions,4,5,4,5,14
CUST01400,Hibernating,6,2,2,1,5
CUST01401,Loyal Customers,3,3,3,5,11
CUST01402,Hibernating,6,1,1,1,3
CUST01403,Hibernating,6,1,1,1,3
CUST01404,Hibernating,6,1,1,1,3
CUST01405,At Risk,1,2,2,3,7
CUST01406,Hibernating,6,1,1,1,3
CUST01407,At Risk,1,2,2,3,7
CUST01408,Hibernating,6,1,1,1,3
CUST01409,Loyal Customers,3,4,4,3,11
CUST01410,At Risk,1,2,3,2,7
CUST01411,Hibernating,6,1,1,1,3
CUST01412,Hibernating,6,2,2,1,5
CUST01413,Hibernating,6,1,1,1,3
CUST01414,Potential Loyalists,2,4,2,2,8
CUST01415,Potential Loyalists,2,5,2,2,9
CUST01416,Loyal Customers,3,3,4,5,12
CUST01417,Hibernating,6,1,2,2,5
CUST01418,At Risk,1,1,2,3,6
CUST01419,Potential Loyalists,2,4,2,3,9
CUST01420,Loyal Customers,3,3,4,5,12
CUST01421,Potential Loyalists,2,4,2,3,9
CUST01422,Loyal Customers,3,3,4,4,11
CUST01423,Loyal Customers,3,4,3,3,10
CUST01424,At Risk,1,2,2,5,9
CUST01425,Needs Attention,5,3,2,3,8
CUST01426,Potential Loyalists,2,4,2,3,9
CUST01427,Champions,4,5,4,5,14
CUST01428,Needs Attention,5,3,2,3,8
CUST01429,Loyal Customers,3,3,3,4,10
CUST01430,Champions,4,5,4,5,14
CUST01431,Potential Loyalists,2,5,2,3,10
CUST01432,Hibernating,6,2,2,2,6
CUST01433,At Risk,1,2,3,3,8
CUST01434,Champions,4,5,4,4,13
CUST01435,Hibernating,6,1,1,1,3
CUST01436,Loyal Customers,3,5,3,5,13
CUST01437,Hibernating,6,1,1,1,3
CUST01438,At Risk,1,1,3,5,9
CUST01439,Champions,4,5,4,5,14
CUST01440,Champions,4,5,4,5,14
CUST01441,Hibernating,6,1,1,1,3
CUST01442,At Risk,1,2,4,5,11
CUST01443,Champions,4,5,4,5,14
CUST01444,Loyal Customers,3,4,3,3,10
CUST01445,At Risk,1,2,3,5,10
CUST01446,At Risk,1,2,2,3,7
CUST01447,Potential Loyalists,2,5,2,4,11
CUST01448,Hibernating,6,1,1,1,3
CUST01449,Loyal Customers,3,5,3,3,11
CUST01450,At Risk,1,2,3,4,9
CUST01451,Potential Loyalists,2,4,2,4,10
CUST01452,At Risk,1,2,2,4,8
CUST01453,Loyal Customers,3,3,3,4,10
CUST01454,Loyal Customers,3,3,4,5,12
CUST01455,Hibernating,6,1,1,1,3
CUST01456,Potential Loyalists,2,5,2,3,10
CUST01457,Hibernating,6,1,1,1,3
CUST01458,Needs Attention,5,3,2,4,9
CUST01459,Loyal Customers,3,3,4,4,11
CUST01460,At Risk,1,2,4,4,10
CUST01461,At Risk,1,2,3,4,9
CUST01462,Needs Attention,5,3,2,2,7
CUST01463,Hibernating,6,1,1,1,3
CUST01464,Loyal Customers,3,4,3,4,11
CUST01465,Potential Loyalists,2,5,3,2,10
CUST01466,Loyal Customers,3,3,3,4,10
CUST01467,At Risk,1,2,3,2,7
CUST01468,At Risk,1,1,2,3,6
CUST01469,Potential Loyalists,2,4,2,4,10
CUST01470,Hibernating,6,1,1,1,3
CUST01471,Loyal Customers,3,3,4,5,12
CUST01472,Champions,4,5,4,5,14
CUST01473,Loyal Customers,3,3,4,5,12
CUST01474,Loyal Customers,3,3,3,3,9
CUST01475,Hibernating,6,2,2,2,6
CUST01476,Hibernating,6,2,2,1,5
CUST01477,Loyal Customers,3,3,4,4,11
CUST01478,Champions,4,4,4,5,13
CUST01479,Champions,4,4,4,4,12
CUST01480,Hibernating,6,1,1,1,3
CUST01481,At Risk,1,2,3,4,9
CUST01482,At Risk,1,1,3,3,7
CUST01483,Loyal Customers,3,5,3,3,11
CUST01484,Hibernating,6,2,2,2,6
CUST01485,Loyal Customers,3,3,4,5,12
CUST01486,Needs Attention,5,3,2,3,8
CUST01487,Hibernating,6,1,1,1,3
CUST01488,Champions,4,4,4,4,12
CUST01489,Champions,4,4,4,5,13
CUST01490,At Risk,1,2,3,4,9
CUST01491,At Risk,1,2,3,4,9
CUST01492,Loyal Customers,3,3,3,5,11
CUST01493,Loyal Customers,3,5,3,3,11
CUST01494,Hibernating,6,1,1,1,3
CUST01495,At Risk,1,2,4,5,11
CUST01496,Potential Loyalists,2,5,2,2,9
CUST01497,Champions,4,4,4,5,13
CUST01498,Champions,4,5,4,5,14
CUST01499,At Risk,1,2,2,4,8
CUST01500,Hibernating,6,2,2,1,5
CUST01501,Needs Attention,5,3,3,2,8
CUST01502,Loyal Customers,3,3,3,4,10
CUST01503,Hibernating,6,2,2,1,5
CUST01504,Hibernating,6,1,2,2,5
CUST01505,Needs Attention,5,3,2,2,7
CUST01506,Hibernating,6,2,2,1,5
CUST01507,At Risk,1,2,3,5,10
CUST01508,Potential Loyalists,2,5,2,3,10
CUST01509,Champions,4,5,4,4,13
CUST01510,At Risk,1,2,3,4,9
CUST01511,At Risk,1,2,4,5,11
CUST01512,Potential Loyalists,2,4,2,3,9
CUST01513,At Risk,1,2,2,3,7
CUST01514,Loyal Customers,3,3,4,4,11
CUST01515,At Risk,1,2,4,5,11
CUST01516,Hibernating,6,1,2,2,5
CUST01517,Hibernating,6,2,2,2,6
CUST01518,Hibernating,6,1,1,1,3
CUST01519,At Risk,1,2,4,5,11
CUST01520,Potential Loyalists,2,5,2,1,8
CUST01521,Loyal Customers,3,5,3,3,11
CUST01522,Needs Attention,5,3,2,3,8
CUST01523,Champions,4,5,4,5,14
CUST01524,Potential Loyalists,2,5,2,5,12
CUST01525,Loyal Customers,3,3,3,4,10
CUST01526,Loyal Customers,3,5,3,5,13
CUST01527,Hibernating,6,1,1,1,3
CUST01528,Hibernating,6,2,2,2,6
CUST01529,Hibernating,6,1,1,1,3
CUST01530,Hibernating,6,1,1,1,3
CUST01531,Hibernating,6,1,1,1,3
CUST01532,At Risk,1,1,2,3,6
CUST01533,At Risk,1,1,2,3,6
CUST01534,Potential Loyalists,2,4,2,2,8
CUST01535,Champions,4,5,5,5,15
CUST01536,Potential Loyalists,2,5,2,3,10
CUST01537,Hibernating,6,2,2,1,5
CUST01538,Needs Attention,5,3,2,1,6
CUST01539,Hibernating,6,1,2,2,5
CUST01540,Hibernating,6,1,1,1,3
CUST01541,Needs Attention,5,3,2,2,7
CUST01542,Potential Loyalists,2,5,2,2,9
CUST01543,At Risk,1,2,2,4,8
CUST01544,At Risk,1,2,3,4,9
CUST01545,At Risk,1,2,2,3,7
CUST01546,Potential Loyalists,2,4,3,2,9
CUST01547,At Risk,1,2,3,3,8
CUST01548,Needs Attention,5,3,2,2,7
CUST01549,At Risk,1,1,2,3,6
CUST01550,At Risk,1,2,4,4,10
CUST01551,Needs Attention,5,3,2,2,7
CUST01552,At Risk,1,2,3,3,8
CUST01553,Hibernating,6,1,2,2,5
CUST01554,Loyal Customers,3,3,3,5,11
CUST01555,Potential Loyalists,2,4,2,1,7
CUST01556,Loyal Customers,3,4,3,3,10
CUST01557,Potential Loyalists,2,4,2,2,8
CUST01558,Hibernating,6,1,1,1,3
CUST01559,At Risk,1,2,4,4,10
CUST01560,Loyal Customers,3,5,3,3,11
CUST01561,Hibernating,6,1,2,2,5
CUST01562,Loyal Customers,3,3,3,4,10
CUST01563,Loyal Customers,3,5,3,4,12
CUST01564,Hibernating,6,1,1,1,3
CUST01565,Potential Loyalists,2,4,2,2,8
CUST01566,Potential Loyalists,2,5,2,2,9
CUST01567,Hibernating,6,1,1,1,3
CUST01568,At Risk,1,1,2,3,6
CUST01569,Needs Attention,5,3,2,4,9
CUST01570,At Risk,1,2,3,2,7
CUST01571,Hibernating,6,1,1,1,3
CUST01572,Hibernating,6,1,1,1,3
CUST01573,Loyal Customers,3,3,4,5,12
CUST01574,At Risk,1,1,3,5,9
CUST01575,At Risk,1,1,2,4,7
CUST01576,Needs Attention,5,3,2,5,10
CUST01577,Hibernating,6,2,2,1,5
CUST01578,Potential Loyalists,2,5,2,4,11
CUST01579,Champions,4,4,5,5,14
CUST01580,Loyal Customers,3,5,3,3,11
CUST01581,Champions,4,4,4,5,13
CUST01582,Loyal Customers,3,3,3,3,9
CUST01583,Hibernating,6,1,1,1,3
CUST01584,Loyal Customers,3,5,3,3,11
CUST01585,Potential Loyalists,2,4,2,1,7
CUST01586,Potential Loyalists,2,4,2,3,9
CUST01587,At Risk,1,2,3,4,9
CUST01588,At Risk,1,2,4,5,11
CUST01589,Hibernating,6,2,2,2,6
CUST01590,At Risk,1,2,3,4,9
CUST01591,At Risk,1,2,3,5,10
CUST01592,Hibernating,6,2,2,2,6
CUST01593,Potential Loyalists,2,4,2,2,8
CUST01594,Loyal Customers,3,4,3,4,11
CUST01595,Needs Attention,5,3,2,2,7
CUST01596,Loyal Customers,3,3,4,4,11
CUST01597,Potential Loyalists,2,4,2,2,8
CUST01598,Needs Attention,5,3,2,1,6
CUST01599,Needs Attention,5,3,2,1,6
CUST01600,Potential Loyalists,2,5,2,2,9
CUST01601,Loyal Customers,3,3,3,3,9
CUST01602,Champions,4,4,4,4,12
CUST01603,Hibernating,6,1,2,2,5
CUST01604,Loyal Customers,3,3,4,4,11
CUST01605,Potential Loyalists,2,5,2,3,10
CUST01606,Hibernating,6,1,2,1,4
CUST01607,At Risk,1,1,2,4,7
CUST01608,Potential Loyalists,2,4,2,2,8
CUST01609,Needs Attention,5,3,2,3,8
CUST01610,Loyal Customers,3,3,4,5,12
CUST01611,Champions,4,4,4,5,13
CUST01612,Hibernating,6,1,1,1,3
CUST01613,Hibernating,6,1,1,1,3
CUST01614,At Risk,1,2,3,4,9
CUST01615,Champions,4,5,4,4,13
CUST01616,At Risk,1,1,2,3,6
CUST01617,Loyal Customers,3,3,3,4,10
CUST01618,Needs Attention,5,3,2,2,7
CUST01619,Loyal Customers,3,5,4,3,12
CUST01620,Champions,4,5,4,5,14
CUST01621,Champions,4,4,4,5,13
CUST01622,Loyal Customers,3,5,3,3,11
CUST01623,Hibernating,6,1,1,1,3
CUST01624,Loyal Customers,3,3,4,5,12
CUST01625,Potential Loyalists,2,5,3,2,10
CUST01626,Champions,4,4,4,5,13
CUST01627,Hibernating,6,1,1,1,3
CUST01628,Hibernating,6,1,2,2,5
CUST01629,Loyal Customers,3,3,3,3,9
CUST01630,Champions,4,5,4,5,14
CUST01631,Champions,4,5,4,5,14
CUST01632,Potential Loyalists,2,5,2,4,11
CUST01633,Loyal Customers,3,3,3,3,9
CUST01634,Potential Loyalists,2,4,2,2,8
CUST01635,Loyal Customers,3,4,3,4,11
CUST01636,Potential Loyalists,2,5,2,1,8
CUST01637,Champions,4,4,5,5,14
CUST01638,Loyal Customers,3,4,3,4,11
CUST01639,At Risk,1,1,2,4,7
CUST01640,Hibernating,6,2,2,2,6
CUST01641,Hibernating,6,2,2,2,6
CUST01642,Champions,4,5,4,5,14
CUST01643,Hibernating,6,1,1,1,3
CUST01644,At Risk,1,2,3,3,8
CUST01645,Loyal Customers,3,3,4,5,12
CUST01646,Loyal Customers,3,3,4,5,12
CUST01647,Champions,4,5,4,5,14
CUST01648,Hibernating,6,1,2,2,5
CUST01649,Hibernating,6,1,1,1,3
CUST01650,At Risk,1,2,2,4,8
CUST01651,Hibernating,6,2,2,2,6
CUST01652,Champions,4,4,4,5,13
CUST01653,At Risk,1,2,3,4,9
CUST01654,At Risk,1,2,2,3,7
CUST01655,Loyal Customers,3,5,3,4,12
CUST01656,Champions,4,5,5,5,15
CUST01657,Hibernating,6,1,1,1,3
CUST01658,Loyal Customers,3,3,4,5,12
CUST01659,At Risk,1,2,3,4,9
CUST01660,Loyal Customers,3,5,3,5,13
CUST01661,Hibernating,6,1,2,1,4
CUST01662,Loyal Customers,3,4,3,3,10
CUST01663,Champions,4,4,4,5,13
CUST01664,Needs Attention,5,3,2,3,8
CUST01665,Needs Attention,5,3,2,1,6
CUST01666,Hibernating,6,1,1,1,3
CUST01667,At Risk,1,2,3,4,9
CUST01668,At Risk,1,2,4,5,11
CUST01669,Hibernating,6,2,2,2,6
CUST01670,Loyal Customers,3,5,3,5,13
CUST01671,Loyal Customers,3,3,4,5,12
CUST01672,Loyal Customers,3,4,3,4,11
CUST01673,Potential Loyalists,2,4,2,2,8
CUST01674,At Risk,1,2,3,3,8
CUST01675,At Risk,1,2,3,4,9
CUST01676,Hibernating,6,2,2,2,6
CUST01677,Champions,4,5,4,4,13
CUST01678,Needs Attention,5,3,2,3,8
CUST01679,Potential Loyalists,2,4,2,3,9
CUST01680,Potential Loyalists,2,4,2,5,11
CUST01681,Needs Attention,5,3,2,3,8
CUST01682,Hibernating,6,1,1,1,3
CUST01683,Champions,4,4,4,5,13
CUST01684,Loyal Customers,3,3,4,5,12
CUST01685,Hibernating,6,1,1,1,3
CUST01686,At Risk,1,2,2,3,7
CUST01687,Needs Attention,5,3,2,2,7
CUST01688,Hibernating,6,2,2,2,6
CUST01689,Needs Attention,5,3,2,3,8
CUST01690,Needs Attention,5,3,2,1,6
CUST01691,Hibernating,6,2,2,2,6
CUST01692,Hibernating,6,1,2,2,5
CUST01693,Potential Loyalists,2,4,2,2,8
CUST01694,Potential Loyalists,2,4,2,3,9
CUST01695,Loyal Customers,3,3,4,3,10
CUST01696,Hibernating,6,2,2,2,6
CUST01697,Loyal Customers,3,3,3,4,10
CUST01698,Loyal Customers,3,3,4,5,12
CUST01699,Hibernating,6,1,1,1,3
CUST01700,Loyal Customers,3,5,3,5,13
CUST01701,Potential Loyalists,2,5,2,2,9
CUST01702,Hibernating,6,1,1,1,3
CUST01703,Loyal Customers,3,5,3,5,13
CUST01704,Needs Attention,5,3,2,3,8
CUST01705,Champions,4,4,4,4,12
CUST01706,Champions,4,5,4,4,13
CUST01707,Loyal Customers,3,5,3,4,12
CUST01708,Champions,4,5,4,4,13
CUST01709,Hibernating,6,1,2,2,5
CUST01710,Loyal Customers,3,3,4,4,11
CUST01711,At Risk,1,2,3,4,9
CUST01712,Potential Loyalists,2,4,2,3,9
CUST01713,Champions,4,4,5,5,14
CUST01714,At Risk,1,2,2,3,7
CUST01715,At Risk,1,2,2,3,7
CUST01716,Loyal Customers,3,4,3,4,11
CUST01717,At Risk,1,2,3,5,10
CUST01718,At Risk,1,2,4,4,10
CUST01719,Hibernating,6,1,2,2,5
CUST01720,Champions,4,5,4,4,13
CUST01721,Potential Loyalists,2,4,2,2,8
CUST01722,Needs Attention,5,3,2,1,6
CUST01723,Champions,4,5,4,5,14
CUST01724,Loyal Customers,3,4,3,4,11
CUST01725,Potential Loyalists,2,4,2,2,8
CUST01726,Potential Loyalists,2,4,2,4,10
CUST01727,Loyal Customers,3,5,3,3,11
CUST01728,Loyal Customers,3,5,3,4,12
CUST01729,Loyal Customers,3,5,3,5,13
CUST01730,At Risk,1,2,3,3,8
CUST01731,Hibernating,6,2,2,2,6
CUST01732,Champions,4,5,4,5,14
CUST01733,At Risk,1,2,4,5,11
CUST01734,At Risk,1,1,2,4,7
CUST01735,Loyal Customers,3,3,3,4,10
CUST01736,Champions,4,5,4,5,14
CUST01737,Potential Loyalists,2,4,2,2,8
CUST01738,Champions,4,4,4,5,13
CUST01739,Needs Attention,5,3,2,1,6
CUST01740,Potential Loyalists,2,4,2,3,9
CUST01741,Champions,4,4,4,4,12
CUST01742,At Risk,1,2,3,3,8
CUST01743,At Risk,1,2,3,3,8
CUST01744,At Risk,1,2,2,3,7
CUST01745,Hibernating,6,1,1,1,3
CUST01746,Hibernating,6,1,1,1,3
CUST01747,Potential Loyalists,2,4,2,4,10
CUST01748,Potential Loyalists,2,4,2,1,7
CUST01749,Hibernating,6,1,1,1,3
CUST01750,Hibernating,6,2,2,2,6
CUST01751,Needs Attention,5,3,2,1,6
CUST01752,Hibernating,6,1,2,2,5
CUST01753,Loyal Customers,3,4,3,3,10
CUST01754,Loyal Customers,3,5,3,3,11
CUST01755,At Risk,1,1,2,3,6
CUST01756,At Risk,1,2,3,4,9
CUST01757,At Risk,1,1,3,4,8
CUST01758,Needs Attention,5,3,2,2,7
CUST01759,At Risk,1,2,3,5,10
CUST01760,Loyal Customers,3,3,4,5,12
CUST01761,At Risk,1,2,4,5,11
CUST01762,Needs Attention,5,3,2,5,10
CUST01763,Potential Loyalists,2,5,2,3,10
CUST01764,Champions,4,4,4,4,12
CUST01765,Hibernating,6,1,1,1,3
CUST01766,Hibernating,6,1,2,2,5
CUST01767,Hibernating,6,2,2,2,6
CUST01768,At Risk,1,2,3,4,9
CUST01769,Loyal Customers,3,3,3,5,11
CUST01770,Loyal Customers,3,3,4,4,11
CUST01771,Loyal Customers,3,3,3,4,10
CUST01772,Hibernating,6,1,1,1,3
CUST01773,Hibernating,6,1,1,1,3
CUST01774,At Risk,1,1,4,5,10
CUST01775,Loyal Customers,3,3,3,3,9
CUST01776,Needs Attention,5,3,2,3,8
CUST01777,At Risk,1,1,3,4,8
CUST01778,Hibernating,6,2,2,2,6
CUST01779,At Risk,1,1,2,4,7
CUST01780,Potential Loyalists,2,5,2,5,12
CUST01781,Hibernating,6,1,1,1,3
CUST01782,Hibernating,6,2,2,2,6
CUST01783,Loyal Customers,3,4,3,3,10
CUST01784,Loyal Customers,3,3,3,4,10
CUST01785,Potential Loyalists,2,5,2,3,10
CUST01786,Champions,4,4,5,5,14
CUST01787,Needs Attention,5,3,2,4,9
CUST01788,Loyal Customers,3,3,4,5,12
CUST01789,Needs Attention,5,3,2,1,6
CUST01790,Champions,4,4,4,4,12
CUST01791,Needs Attention,5,3,2,1,6
CUST01792,Potential Loyalists,2,4,2,3,9
CUST01793,Needs Attention,5,3,2,4,9
CUST01794,Loyal Customers,3,4,3,4,11
CUST01795,At Risk,1,2,2,4,8
CUST01796,Potential Loyalists,2,4,2,2,8
CUST01797,At Risk,1,2,2,4,8
CUST01798,At Risk,1,2,2,3,7
CUST01799,Needs Attention,5,3,2,2,7
CUST01800,Hibernating,6,2,2,2,6
CUST01801,Potential Loyalists,2,4,2,1,7
CUST01802,At Risk,1,2,3,3,8
CUST01803,At Risk,1,2,3,3,8
CUST01804,Hibernating,6,1,2,2,5
CUST01805,Potential Loyalists,2,4,2,2,8
CUST01806,Needs Attention,5,3,2,2,7
CUST01807,Loyal Customers,3,3,3,4,10
CUST01808,Potential Loyalists,2,5,2,1,8
CUST01809,Loyal Customers,3,4,3,5,12
CUST01810,Potential Loyalists,2,4,2,2,8
CUST01811,Loyal Customers,3,3,4,5,12
CUST01812,Champions,4,4,4,5,13
CUST01813,Champions,4,4,4,5,13
CUST01814,Potential Loyalists,2,4,2,2,8
CUST01815,Potential Loyalists,2,5,2,3,10
CUST01816,Hibernating,6,1,1,1,3
CUST01817,Hibernating,6,2,2,2,6
CUST01818,Hibernating,6,1,2,2,5
CUST01819,Loyal Customers,3,3,3,4,10
CUST01820,Champions,4,5,4,5,14
CUST01821,Champions,4,4,4,5,13
CUST01822,Loyal Customers,3,3,3,5,11
CUST01823,Potential Loyalists,2,4,2,3,9
CUST01824,Hibernating,6,1,1,1,3
CUST01825,Potential Loyalists,2,5,2,2,9
CUST01826,Loyal Customers,3,3,4,5,12
CUST01827,Loyal Customers,3,5,3,4,12
CUST01828,At Risk,1,2,4,4,10
CUST01829,At Risk,1,2,4,5,11
CUST01830,Potential Loyalists,2,4,2,1,7
CUST01831,Potential Loyalists,2,5,2,2,9
CUST01832,At Risk,1,2,4,5,11
CUST01833,Champions,4,4,4,5,13
CUST01834,Potential Loyalists,2,5,2,3,10
CUST01835,At Risk,1,2,2,3,7
CUST01836,At Risk,1,2,3,4,9
CUST01837,Needs Attention,5,3,2,2,7
CUST01838,Loyal Customers,3,3,3,3,9
CUST01839,Champions,4,5,4,4,13
CUST01840,Hibernating,6,2,2,1,5
CUST01841,Champions,4,5,4,5,14
CUST01842,At Risk,1,1,2,4,7
CUST01843,Potential Loyalists,2,4,2,5,11
CUST01844,At Risk,1,2,3,5,10
CUST01845,Hibernating,6,1,2,2,5
CUST01846,Needs Attention,5,3,2,2,7
CUST01847,Potential Loyalists,2,5,2,4,11
