customer_id,snapshot_date,city_tier,age_group,acquisition_channel,loyalty_tier,preferred_category,marketing_consent,recency_days,frequency_180d,monetary_180d,return_rate_180d,avg_discount_pct_180d,avg_rating_180d,category_diversity_180d,ticket_count_90d,negative_ticket_rate_90d,avg_resolution_hours_90d,days_since_signup,sessions_30d,product_views_30d,cart_adds_30d,wishlist_adds_30d,abandoned_carts_30d,email_opens_30d,campaign_clicks_30d,last_visit_days_ago,churn_next_60d,split,R_score,F_score,M_score,RFM_score,segment,retention_priority
CUST02347,2025-09-30,Tier 1,35-44,Marketplace,,Makeup,Yes,92,1,1102.94,0.0,0.28,2.0,1,0,0.0,0.0,403,3,14,1,1,1,4,2,20,0,train,2,2,3,7,At Risk,1
CUST02271,2025-09-30,Tier 2,25-34,Referral,,Fragrance,Yes,119,1,1102.16,0.0,0.28,4.0,1,0,0.0,0.0,362,4,16,2,1,1,4,2,27,0,train,2,2,3,7,At Risk,1
CUST01803,2025-09-30,Tier 1,35-44,Referral,Silver,Skin Care,No,104,2,1100.86,0.0,0.38,4.0,2,0,0.0,0.0,618,1,5,0,0,0,0,0,15,0,test,2,3,3,8,At Risk,1
CUST01798,2025-09-30,Tier 2,25-34,Instagram,Platinum,Wellness,Yes,103,1,1100.62,0.0,0.15,4.0,1,0,0.0,0.0,427,5,29,2,1,1,2,0,2,1,train,2,2,3,7,At Risk,1
CUST01949,2025-09-30,Tier 2,25-34,Organic,Silver,Skin Care,No,136,1,1097.78,0.0,0.23,3.0,1,0,0.0,0.0,606,9,44,2,1,0,0,0,31,1,test,2,2,3,7,At Risk,1
CUST00288,2025-09-30,Tier 1,45+,Organic,,Skin Care,No,110,2,1096.1,0.0,0.255,4.5,1,0,0.0,0.0,197,1,4,0,0,0,0,0,20,1,train,2,3,3,8,At Risk,1
CUST01220,2025-09-30,Tier 1,45+,Influencer,,Wellness,No,98,1,1095.74,0.0,0.23,2.0,1,0,0.0,0.0,193,1,3,1,0,0,0,0,25,1,train,2,2,3,7,At Risk,1
CUST00753,2025-09-30,Tier 1,25-34,Marketplace,,Hair Care,Yes,143,1,1093.17,0.0,0.16,2.0,1,0,0.0,0.0,331,9,24,5,2,3,0,0,40,1,train,2,2,3,7,At Risk,1
CUST00643,2025-09-30,Tier 3,35-44,Marketplace,Silver,Skin Care,Yes,155,1,1091.34,0.0,0.26,1.0,1,0,0.0,0.0,269,14,74,4,3,2,2,1,33,1,test,1,2,3,6,At Risk,1
CUST02364,2025-09-30,Tier 1,25-34,Google Search,,Skin Care,No,153,2,1091.09,0.0,0.325,3.5,2,0,0.0,0.0,195,1,5,0,0,0,0,0,31,0,validation,1,3,3,7,At Risk,1
CUST00316,2025-09-30,Tier 1,25-34,Google Search,Silver,Skin Care,Yes,97,2,1079.82,0.5,0.32,3.5,2,0,0.0,0.0,318,1,6,0,0,0,7,2,30,1,train,2,3,3,8,At Risk,1
CUST01482,2025-09-30,Tier 1,45+,Influencer,,Skin Care,Yes,158,2,1073.55,0.0,0.29,4.0,2,0,0.0,0.0,467,1,3,0,0,0,4,1,44,1,train,1,3,3,7,At Risk,1
CUST01654,2025-09-30,Tier 2,45+,Marketplace,,Baby Care,Yes,99,1,1073.19,0.0,0.24,5.0,1,0,0.0,0.0,134,2,6,0,0,0,6,2,26,0,train,2,2,3,7,At Risk,1
CUST00227,2025-09-30,Tier 1,35-44,Marketplace,Silver,Skin Care,No,153,1,1070.42,0.0,0.37,5.0,1,0,0.0,0.0,634,0,0,0,0,0,0,0,29,1,train,1,2,3,6,At Risk,1
CUST01214,2025-09-30,Tier 3,25-34,Instagram,Silver,Makeup,No,124,1,1069.42,0.0,0.25,5.0,1,0,0.0,0.0,577,2,12,0,1,0,0,0,31,1,train,2,2,3,7,At Risk,1
CUST02171,2025-09-30,Tier 1,18-24,Referral,,Hair Care,Yes,120,1,1067.07,0.0,0.21,5.0,1,0,0.0,0.0,141,1,4,0,0,0,5,1,11,0,test,2,2,3,7,At Risk,1
CUST02299,2025-09-30,Tier 1,18-24,Organic,,Hair Care,Yes,101,1,1062.37,0.0,0.16,5.0,1,0,0.0,0.0,483,7,28,4,1,2,10,1,19,0,train,2,2,3,7,At Risk,1
CUST01513,2025-09-30,Tier 2,45+,Organic,,Hair Care,Yes,131,1,1062.28,0.0,0.41,3.0,1,0,0.0,0.0,223,0,0,0,0,0,0,0,35,1,train,2,2,3,7,At Risk,1
CUST02273,2025-09-30,Tier 1,25-34,Marketplace,,Makeup,Yes,163,1,1057.96,0.0,0.26,1.0,1,0,0.0,0.0,602,8,43,1,0,1,5,1,39,1,train,1,2,3,6,At Risk,1
CUST01433,2025-09-30,Tier 3,25-34,Instagram,Gold,Fragrance,No,108,2,1057.64,0.5,0.35,3.5,2,0,0.0,0.0,623,8,32,3,2,1,0,0,36,1,train,2,3,3,8,At Risk,1
CUST02011,2025-09-30,Tier 1,35-44,Google Search,,Makeup,No,130,1,1055.41,0.0,0.26,4.0,1,0,0.0,0.0,312,2,10,1,1,0,0,0,27,1,train,2,2,3,7,At Risk,1
CUST00456,2025-09-30,Tier 2,25-34,Referral,,Baby Care,Yes,147,1,1052.09,0.0,0.06,5.0,1,0,0.0,0.0,406,0,0,0,0,0,4,1,37,1,train,2,2,3,7,At Risk,1
CUST00605,2025-09-30,Tier 1,18-24,Google Search,Silver,Baby Care,Yes,160,2,1049.15,0.0,0.135,4.5,2,0,0.0,0.0,432,8,46,3,2,2,3,0,33,1,train,1,3,3,7,At Risk,1
CUST00937,2025-09-30,Tier 2,18-24,Referral,,Skin Care,Yes,126,2,1039.65,0.0,0.165,4.5,2,0,0.0,0.0,392,2,7,1,0,0,8,2,10,1,train,2,3,3,8,At Risk,1
CUST01876,2025-09-30,Tier 2,25-34,Marketplace,,Makeup,No,143,1,1038.71,0.0,0.2,4.0,1,0,0.0,0.0,537,1,4,0,0,0,0,0,27,1,train,2,2,3,7,At Risk,1
CUST02208,2025-09-30,Tier 2,18-24,Marketplace,,Hair Care,Yes,123,1,1036.04,0.0,0.23,5.0,1,0,0.0,0.0,596,0,0,0,0,0,0,0,35,1,train,2,2,3,7,At Risk,1
CUST00137,2025-09-30,Tier 2,25-34,Instagram,Silver,Makeup,Yes,177,2,1035.87,0.0,0.315,4.0,2,0,0.0,0.0,285,4,13,2,1,1,1,0,31,1,test,1,3,3,7,At Risk,1
CUST00549,2025-09-30,Tier 1,35-44,Influencer,Silver,Fragrance,Yes,132,2,1035.57,0.0,0.35,3.5,2,0,0.0,0.0,295,1,3,0,0,0,4,1,31,1,train,2,3,3,8,At Risk,1
CUST01468,2025-09-30,Tier 2,35-44,Google Search,,Skin Care,Yes,166,1,1034.31,0.0,0.38,4.0,1,0,0.0,0.0,310,4,22,2,1,1,0,0,20,1,train,1,2,3,6,At Risk,1
CUST00958,2025-09-30,Tier 1,18-24,Google Search,Silver,Skin Care,Yes,160,2,1033.42,0.0,0.27,4.5,2,0,0.0,0.0,189,2,6,1,0,1,1,0,23,1,train,1,3,3,7,At Risk,1
CUST01046,2025-09-30,Tier 2,35-44,Organic,,Skin Care,Yes,105,1,1032.89,0.0,0.1,4.0,1,0,0.0,0.0,253,1,3,0,0,0,4,0,9,1,train,2,2,3,7,At Risk,1
CUST00786,2025-09-30,Tier 1,18-24,Referral,Silver,Wellness,No,150,1,1030.43,0.0,0.16,4.0,1,0,0.0,0.0,388,1,4,0,0,0,0,0,28,1,validation,1,2,3,6,At Risk,1
CUST00505,2025-09-30,Tier 1,35-44,Influencer,,Skin Care,Yes,125,1,1027.23,0.0,0.21,5.0,1,0,0.0,0.0,396,9,41,4,0,1,3,1,32,0,train,2,2,3,7,At Risk,1
CUST01216,2025-09-30,Tier 3,25-34,Instagram,Silver,Skin Care,Yes,107,1,1022.33,0.0,0.35,5.0,1,0,0.0,0.0,138,10,57,1,2,0,5,2,24,1,train,2,2,3,7,At Risk,1
CUST01744,2025-09-30,Tier 2,25-34,Google Search,,Hair Care,No,111,1,1021.08,0.0,0.37,1.0,1,0,0.0,0.0,129,3,17,1,0,1,0,0,19,0,validation,2,2,3,7,At Risk,1
CUST01359,2025-09-30,Tier 3,18-24,Organic,,Wellness,Yes,106,2,1016.94,0.0,0.345,3.5,2,0,0.0,0.0,509,3,18,1,1,1,3,1,15,1,train,2,3,3,8,At Risk,1
CUST00635,2025-09-30,Tier 3,25-34,Marketplace,Gold,Wellness,Yes,134,1,1016.46,0.0,0.35,5.0,1,0,0.0,0.0,515,1,3,0,0,0,2,1,13,1,test,2,2,3,7,At Risk,1
CUST00365,2025-09-30,Tier 1,25-34,Marketplace,,Skin Care,Yes,158,1,1015.06,0.0,0.21,2.0,1,0,0.0,0.0,166,7,31,3,2,2,0,0,21,1,validation,1,2,3,6,At Risk,1
CUST01405,2025-09-30,Tier 2,25-34,Referral,Gold,Skin Care,No,140,1,1013.03,0.0,0.33,4.0,1,0,0.0,0.0,261,2,5,1,0,0,0,0,20,0,test,2,2,3,7,At Risk,1
CUST00999,2025-09-30,Tier 2,25-34,Organic,Silver,Skin Care,Yes,148,1,1000.1,0.0,0.3,5.0,1,0,0.0,0.0,609,0,0,0,0,0,2,1,28,1,validation,1,2,3,6,At Risk,1
CUST01552,2025-09-30,Tier 2,18-24,Marketplace,Silver,Skin Care,No,108,2,999.14,0.0,0.355,3.0,2,0,0.0,0.0,588,3,11,1,0,0,0,0,19,1,test,2,3,3,8,At Risk,1
CUST00818,2025-09-30,Tier 2,45+,Marketplace,,Skin Care,Yes,147,1,988.84,0.0,0.12,4.0,1,0,0.0,0.0,442,1,6,0,0,0,2,0,36,1,train,2,2,3,7,At Risk,1
CUST00146,2025-09-30,Tier 2,35-44,Instagram,Silver,Makeup,Yes,108,1,986.21,0.0,0.31,5.0,1,0,0.0,0.0,370,4,15,1,1,0,5,1,30,0,train,2,2,3,7,At Risk,1
CUST02198,2025-09-30,Tier 1,18-24,Influencer,Silver,Hair Care,No,96,1,982.89,0.0,0.25,5.0,1,0,0.0,0.0,416,3,15,0,1,0,0,0,28,1,test,2,2,3,7,At Risk,1
CUST01107,2025-09-30,Tier 2,18-24,Google Search,,Makeup,No,91,2,980.07,0.0,0.32,3.5,2,0,0.0,0.0,300,2,10,1,0,0,0,0,20,1,train,2,3,3,8,At Risk,1
CUST00570,2025-09-30,Tier 1,25-34,Referral,,Skin Care,Yes,168,1,976.72,1.0,0.11,1.0,1,0,0.0,0.0,570,0,0,0,0,0,2,1,27,1,test,1,2,3,6,At Risk,1
CUST01334,2025-09-30,Tier 2,25-34,Google Search,,Skin Care,No,160,1,976.5,0.0,0.03,5.0,1,0,0.0,0.0,393,1,5,0,0,0,0,0,39,1,test,1,2,3,6,At Risk,1
CUST01391,2025-09-30,Tier 3,35-44,Marketplace,,Skin Care,Yes,94,1,972.01,0.0,0.2,2.0,1,0,0.0,0.0,470,11,28,1,1,1,3,1,20,0,train,2,2,3,7,At Risk,1
CUST02176,2025-09-30,Tier 1,25-34,Marketplace,,Skin Care,Yes,114,1,971.25,0.0,0.28,5.0,1,0,0.0,0.0,137,8,41,2,1,1,5,2,14,1,train,2,2,3,7,At Risk,1
CUST00585,2025-09-30,Tier 2,25-34,Marketplace,,Hair Care,Yes,113,2,967.27,0.0,0.265,3.5,2,0,0.0,0.0,531,15,45,3,4,1,9,2,9,0,validation,2,3,3,8,At Risk,1
CUST00104,2025-09-30,Tier 1,35-44,Organic,,Makeup,Yes,93,1,955.63,0.0,0.31,5.0,1,0,0.0,0.0,176,3,9,1,0,0,3,0,27,1,validation,2,2,3,7,At Risk,1
CUST00725,2025-09-30,Tier 3,25-34,Influencer,,Hair Care,Yes,141,2,950.51,0.0,0.39,3.0,2,0,0.0,0.0,300,0,0,0,0,0,0,0,37,1,test,2,3,3,8,At Risk,1
CUST01003,2025-09-30,Tier 1,25-34,Google Search,,Baby Care,No,138,1,944.62,0.0,0.32,5.0,1,0,0.0,0.0,404,6,32,3,2,2,0,0,43,1,train,2,2,3,7,At Risk,1
CUST01160,2025-09-30,Tier 1,45+,Marketplace,Silver,Makeup,Yes,166,1,943.21,0.0,0.26,5.0,1,0,0.0,0.0,632,2,7,1,0,0,0,0,32,1,train,1,2,3,6,At Risk,1
CUST01285,2025-09-30,Tier 3,45+,Influencer,,Skin Care,No,124,2,938.91,0.0,0.32,4.0,1,0,0.0,0.0,511,3,8,0,0,0,0,0,36,1,train,2,3,3,8,At Risk,1
CUST01674,2025-09-30,Tier 2,25-34,Influencer,,Fragrance,Yes,116,2,936.21,0.0,0.26,4.5,2,0,0.0,0.0,386,5,29,1,0,0,5,0,29,0,train,2,3,3,8,At Risk,1
CUST00989,2025-09-30,Tier 2,18-24,Referral,,Baby Care,No,158,2,934.14,0.0,0.22,4.5,2,0,0.0,0.0,494,0,0,0,0,0,0,0,47,1,train,1,3,3,7,At Risk,1
CUST00144,2025-09-30,Tier 2,25-34,Google Search,Gold,Skin Care,Yes,86,2,928.58,0.0,0.295,4.5,2,1,1.0,27.5,570,8,32,3,1,0,6,2,17,0,validation,2,3,3,8,At Risk,1
CUST02389,2025-09-30,Tier 2,35-44,Google Search,,Baby Care,Yes,125,2,918.52,0.0,0.26,5.0,2,0,0.0,0.0,622,1,4,0,0,0,0,0,26,1,train,2,3,3,8,At Risk,1
CUST02146,2025-09-30,Tier 1,25-34,Google Search,,Baby Care,Yes,118,1,917.63,0.0,0.23,4.0,1,0,0.0,0.0,186,0,0,0,0,0,1,0,27,1,train,2,2,3,7,At Risk,1
CUST00371,2025-09-30,Tier 2,18-24,Instagram,,Skin Care,No,124,1,912.11,0.0,0.07,3.0,1,0,0.0,0.0,341,4,15,1,0,1,0,0,10,1,train,2,2,3,7,At Risk,1
CUST00431,2025-09-30,Tier 2,18-24,Instagram,Gold,Skin Care,Yes,154,2,903.65,0.0,0.435,4.5,1,0,0.0,0.0,309,1,3,0,0,0,5,1,31,1,train,1,3,3,7,At Risk,1
CUST01352,2025-09-30,Tier 1,18-24,Influencer,,Skin Care,No,123,2,900.07,0.5,0.415,4.0,2,0,0.0,0.0,529,1,3,0,0,0,0,0,31,1,train,2,3,3,8,At Risk,1
CUST01714,2025-09-30,Tier 3,18-24,Influencer,Silver,Makeup,Yes,132,1,894.52,0.0,0.2,5.0,1,0,0.0,0.0,610,0,0,0,0,0,2,0,36,1,validation,2,2,3,7,At Risk,1
CUST00078,2025-09-30,Tier 2,25-34,Referral,,Hair Care,No,139,1,894.45,1.0,0.42,1.0,1,0,0.0,0.0,143,5,13,1,1,0,0,0,38,1,train,2,2,3,7,At Risk,1
CUST00701,2025-09-30,Tier 2,25-34,Referral,Silver,Skin Care,No,122,1,892.63,0.0,0.0,2.0,1,0,0.0,0.0,628,10,25,3,1,1,0,0,26,1,train,2,2,3,7,At Risk,1
CUST01742,2025-09-30,Tier 2,35-44,Organic,,Baby Care,Yes,130,2,890.8,0.0,0.27,3.0,2,0,0.0,0.0,523,13,61,5,2,3,8,3,34,1,train,2,3,3,8,At Risk,1
CUST01953,2025-09-30,Tier 1,35-44,Referral,,Makeup,Yes,176,1,886.28,0.0,0.34,3.0,1,0,0.0,0.0,251,0,0,0,0,0,1,0,38,1,test,1,2,3,6,At Risk,1
CUST01547,2025-09-30,Tier 2,35-44,Google Search,Silver,Hair Care,Yes,99,2,881.65,0.0,0.275,4.5,2,0,0.0,0.0,606,4,23,0,1,0,3,1,16,1,test,2,3,3,8,At Risk,1
CUST00532,2025-09-30,Tier 3,25-34,Instagram,,Skin Care,Yes,118,1,880.45,0.0,0.38,4.0,1,0,0.0,0.0,498,1,3,0,0,0,1,0,24,1,validation,2,2,3,7,At Risk,1
CUST02234,2025-09-30,Tier 2,45+,Referral,Gold,Skin Care,Yes,169,1,880.11,0.0,0.15,4.0,1,0,0.0,0.0,364,5,26,3,1,2,2,0,35,1,validation,1,2,3,6,At Risk,1
CUST01111,2025-09-30,Tier 1,45+,Google Search,,Fragrance,Yes,95,2,876.58,0.0,0.29,3.5,2,1,1.0,26.7,400,1,6,0,0,0,4,1,17,1,train,2,3,3,8,At Risk,1
CUST00185,2025-09-30,Tier 3,35-44,Marketplace,,Wellness,Yes,114,2,866.52,0.0,0.315,4.5,2,0,0.0,0.0,500,11,35,1,1,1,8,1,27,0,train,2,3,3,8,At Risk,1
CUST00839,2025-09-30,Tier 2,35-44,Influencer,,Wellness,Yes,162,2,860.28,0.0,0.2,1.5,2,0,0.0,0.0,245,2,10,0,0,0,3,0,31,1,train,1,3,3,7,At Risk,1
CUST00548,2025-09-30,Tier 1,35-44,Instagram,,Skin Care,Yes,165,1,858.7,0.0,0.28,4.0,1,0,0.0,0.0,244,6,30,3,2,2,3,0,24,0,train,1,2,3,6,At Risk,1
CUST00662,2025-09-30,Tier 3,35-44,Organic,,Skin Care,Yes,124,1,852.96,0.0,0.27,4.0,1,0,0.0,0.0,186,2,10,1,0,0,0,0,28,1,train,2,2,3,7,At Risk,1
CUST01201,2025-09-30,Tier 3,45+,Marketplace,Platinum,Hair Care,No,158,1,842.85,0.0,0.23,4.0,1,0,0.0,0.0,525,7,33,4,1,2,0,0,24,1,train,1,2,3,6,At Risk,1
CUST01299,2025-09-30,Tier 1,35-44,Google Search,,Skin Care,Yes,171,1,840.54,0.0,0.07,2.0,1,0,0.0,0.0,353,8,48,1,2,0,0,0,35,1,test,1,2,3,6,At Risk,1
CUST02222,2025-09-30,Tier 1,18-24,Marketplace,Silver,Skin Care,No,92,1,836.55,1.0,0.06,3.0,1,1,0.0,32.9,248,7,22,2,1,1,0,0,5,1,test,2,2,3,7,At Risk,1
CUST01208,2025-09-30,Tier 2,35-44,Instagram,Silver,Fragrance,Yes,95,2,834.32,0.0,0.33,4.0,2,0,0.0,0.0,289,1,3,0,0,0,4,2,15,0,train,2,3,3,8,At Risk,1
CUST02174,2025-09-30,Tier 3,35-44,Google Search,,Fragrance,Yes,139,2,832.17,0.0,0.41,4.0,1,0,0.0,0.0,534,12,32,3,1,1,6,2,30,0,train,2,3,3,8,At Risk,1
CUST01219,2025-09-30,Tier 1,25-34,Google Search,,Wellness,Yes,86,2,832.04,0.0,0.35,4.5,1,1,1.0,50.1,361,5,15,1,0,0,1,0,20,0,train,2,3,3,8,At Risk,1
CUST01568,2025-09-30,Tier 1,25-34,Instagram,,Fragrance,Yes,178,1,831.95,0.0,0.14,3.0,1,0,0.0,0.0,346,2,9,1,0,0,2,0,31,1,test,1,2,3,6,At Risk,1
CUST01114,2025-09-30,Tier 1,25-34,Referral,,Fragrance,No,147,1,831.94,0.0,0.34,4.0,1,0,0.0,0.0,149,1,4,0,0,0,0,0,29,1,train,2,2,3,7,At Risk,1
CUST00206,2025-09-30,Tier 3,35-44,Instagram,Gold,Makeup,Yes,118,2,831.29,0.0,0.375,4.0,2,0,0.0,0.0,541,7,23,1,1,0,6,2,38,1,train,2,3,3,8,At Risk,1
CUST02353,2025-09-30,Tier 3,18-24,Google Search,,Hair Care,Yes,150,1,828.36,0.0,0.33,4.0,1,0,0.0,0.0,459,6,32,3,1,1,7,1,24,0,train,1,2,3,6,At Risk,1
CUST01963,2025-09-30,Tier 2,25-34,Referral,,Makeup,Yes,113,1,827.54,0.0,0.23,4.0,1,0,0.0,0.0,114,6,16,2,0,1,3,0,30,1,train,2,2,3,7,At Risk,1
CUST01396,2025-09-30,Tier 1,25-34,Google Search,,Baby Care,Yes,127,1,826.44,0.0,0.35,2.0,1,0,0.0,0.0,309,2,9,0,0,0,2,0,21,1,test,2,2,3,7,At Risk,1
CUST02190,2025-09-30,Tier 3,25-34,Organic,,Baby Care,Yes,101,2,818.83,0.0,0.445,4.0,2,0,0.0,0.0,340,2,7,1,0,0,2,1,17,0,train,2,3,3,8,At Risk,1
CUST01644,2025-09-30,Tier 1,25-34,Organic,,Hair Care,Yes,118,2,818.79,0.5,0.195,2.5,2,0,0.0,0.0,505,5,18,1,1,1,6,3,8,1,train,2,3,3,8,At Risk,1
CUST02095,2025-09-30,Tier 3,25-34,Google Search,Silver,Baby Care,Yes,163,1,812.55,0.0,0.27,5.0,1,0,0.0,0.0,313,0,0,0,0,0,5,1,29,0,train,1,2,3,6,At Risk,1
CUST00158,2025-09-30,Tier 3,25-34,Instagram,,Skin Care,Yes,155,1,812.34,0.0,0.25,5.0,1,0,0.0,0.0,236,8,33,4,2,1,6,1,32,1,train,1,2,3,6,At Risk,1
CUST01545,2025-09-30,Tier 1,18-24,Marketplace,Gold,Hair Care,Yes,106,1,806.94,0.0,0.16,3.0,1,0,0.0,0.0,221,4,14,2,1,1,2,0,28,1,train,2,2,3,7,At Risk,1
CUST00083,2025-09-30,Tier 2,45+,Marketplace,,Skin Care,No,89,2,806.87,0.5,0.335,3.5,1,1,1.0,11.0,194,9,43,2,1,1,0,0,17,1,train,2,3,3,8,At Risk,1
CUST01947,2025-09-30,Tier 3,25-34,Google Search,Silver,Wellness,Yes,123,2,806.74,0.0,0.255,4.5,2,0,0.0,0.0,626,6,25,1,1,0,2,1,20,1,train,2,3,3,8,At Risk,1
CUST00693,2025-09-30,Tier 3,18-24,Organic,Gold,Makeup,Yes,147,1,804.56,0.0,0.27,4.0,1,0,0.0,0.0,572,0,0,0,0,0,3,0,5,1,train,2,2,3,7,At Risk,1
CUST01948,2025-09-30,Tier 2,18-24,Referral,,Baby Care,Yes,170,1,802.25,0.0,0.43,3.0,1,0,0.0,0.0,344,3,9,1,1,0,1,0,47,1,train,1,2,3,6,At Risk,1
CUST00872,2025-09-30,Tier 3,25-34,Influencer,Silver,Makeup,Yes,125,1,799.03,0.0,0.16,4.0,1,0,0.0,0.0,490,6,27,3,1,2,8,2,24,1,train,2,2,3,7,At Risk,1
CUST00861,2025-09-30,Tier 3,18-24,Referral,Platinum,Makeup,Yes,170,1,798.67,0.0,0.09,5.0,1,0,0.0,0.0,623,3,12,1,0,0,4,2,29,1,train,1,2,3,6,At Risk,1
CUST01446,2025-09-30,Tier 1,35-44,Referral,Gold,Wellness,No,132,1,789.48,0.0,0.03,5.0,1,0,0.0,0.0,382,5,27,2,0,1,0,0,21,1,train,2,2,3,7,At Risk,1
CUST01730,2025-09-30,Tier 1,35-44,Google Search,Gold,Makeup,Yes,120,2,788.7,0.0,0.54,5.0,2,0,0.0,0.0,381,7,28,2,1,1,6,3,15,1,train,2,3,3,8,At Risk,1
CUST02129,2025-09-30,Tier 1,18-24,Instagram,,Wellness,No,90,1,787.79,0.0,0.18,4.0,1,0,0.0,0.0,107,2,6,1,0,0,0,0,18,1,train,2,2,3,7,At Risk,1
CUST01418,2025-09-30,Tier 3,25-34,Instagram,Gold,Skin Care,Yes,176,1,785.78,0.0,0.31,4.0,1,0,0.0,0.0,269,10,37,1,1,1,9,1,35,1,train,1,2,3,6,At Risk,1
CUST01387,2025-09-30,Tier 2,25-34,Instagram,,Wellness,No,128,1,785.68,0.0,0.27,4.0,1,0,0.0,0.0,584,2,9,0,1,0,0,0,30,1,test,2,2,3,7,At Risk,1
CUST00035,2025-09-30,Tier 2,18-24,Google Search,Silver,Hair Care,Yes,127,1,779.74,0.0,0.12,4.0,1,0,0.0,0.0,367,6,25,2,1,1,8,0,25,1,train,2,2,3,7,At Risk,1
CUST00845,2025-09-30,Tier 2,25-34,Referral,,Makeup,Yes,96,1,777.67,0.0,0.56,2.0,1,1,1.0,8.3,403,4,12,1,1,0,2,0,20,1,validation,2,2,3,7,At Risk,1
CUST01034,2025-09-30,Tier 1,18-24,Instagram,Silver,Skin Care,Yes,100,1,777.18,0.0,0.18,2.0,1,0,0.0,0.0,628,9,27,2,3,1,5,2,22,0,train,2,2,3,7,At Risk,1
CUST02092,2025-09-30,Tier 2,25-34,Marketplace,Gold,Makeup,No,174,1,776.3,0.0,0.46,5.0,1,0,0.0,0.0,409,2,9,0,0,0,0,0,31,1,validation,1,2,3,6,At Risk,1
CUST01532,2025-09-30,Tier 2,35-44,Marketplace,Platinum,Wellness,Yes,159,1,776.24,0.0,0.25,2.0,1,0,0.0,0.0,616,6,26,0,2,0,3,1,29,1,train,1,2,3,6,At Risk,1
CUST01127,2025-09-30,Tier 3,25-34,Referral,,Makeup,No,130,2,774.69,0.0,0.325,5.0,2,0,0.0,0.0,448,1,5,0,0,0,0,0,23,1,train,2,3,3,8,At Risk,1
CUST00859,2025-09-30,Tier 2,45+,Influencer,Silver,Baby Care,Yes,169,1,769.89,0.0,0.3,5.0,1,0,0.0,0.0,474,10,32,4,1,1,5,2,36,1,train,1,2,3,6,At Risk,1
CUST00313,2025-09-30,Tier 1,35-44,Organic,,Skin Care,Yes,162,1,769.77,0.0,0.33,3.0,1,0,0.0,0.0,410,16,54,1,2,1,2,0,37,1,validation,1,2,3,6,At Risk,1
CUST01052,2025-09-30,Tier 3,25-34,Marketplace,Gold,Wellness,No,173,1,763.75,0.0,0.05,5.0,1,0,0.0,0.0,177,7,39,3,0,2,0,0,42,1,train,1,2,3,6,At Risk,1
CUST00604,2025-09-30,Tier 1,25-34,Instagram,,Fragrance,Yes,90,1,761.72,0.0,0.18,5.0,1,0,0.0,0.0,397,2,8,0,0,0,5,1,16,0,train,2,2,3,7,At Risk,1
CUST00223,2025-09-30,Tier 2,25-34,Marketplace,Silver,Skin Care,Yes,103,1,757.58,0.0,0.53,5.0,1,0,0.0,0.0,182,1,6,0,0,0,0,0,20,1,train,2,2,3,7,At Risk,1
CUST00353,2025-09-30,Tier 3,25-34,Instagram,,Hair Care,Yes,118,2,753.92,0.0,0.215,4.0,1,0,0.0,0.0,450,4,22,1,1,0,3,1,27,1,train,2,3,3,8,At Risk,1
CUST00224,2025-09-30,Tier 1,25-34,Organic,,Hair Care,Yes,89,1,747.2,0.0,0.4,5.0,1,0,0.0,0.0,493,1,5,0,0,0,3,1,13,0,train,2,2,3,7,At Risk,1
CUST01171,2025-09-30,Tier 1,25-34,Referral,,Hair Care,Yes,132,1,744.73,0.0,0.51,5.0,1,0,0.0,0.0,202,3,17,1,1,0,0,0,28,0,train,2,2,3,7,At Risk,1
CUST00203,2025-09-30,Tier 3,35-44,Instagram,,Skin Care,Yes,114,2,743.35,0.0,0.39,3.0,2,0,0.0,0.0,198,6,31,3,2,1,2,0,28,1,validation,2,3,3,8,At Risk,1
CUST01755,2025-09-30,Tier 2,18-24,Organic,,Skin Care,Yes,152,1,738.44,0.0,0.09,3.0,1,0,0.0,0.0,562,3,15,1,0,1,0,0,29,1,train,1,2,3,6,At Risk,1
CUST01901,2025-09-30,Tier 1,25-34,Referral,Silver,Fragrance,Yes,163,1,736.42,0.0,0.07,5.0,1,0,0.0,0.0,272,6,35,2,0,1,4,2,32,1,train,1,2,3,6,At Risk,1
CUST02031,2025-09-30,Tier 1,25-34,Organic,,Hair Care,Yes,167,2,734.56,0.0,0.39,1.0,2,0,0.0,0.0,221,2,8,0,1,0,3,0,35,1,train,1,3,3,7,At Risk,1
CUST02236,2025-09-30,Tier 3,25-34,Google Search,,Skin Care,Yes,145,1,734.52,0.0,0.2,5.0,1,0,0.0,0.0,470,1,5,0,0,0,0,0,27,1,train,2,2,3,7,At Risk,1
CUST01277,2025-09-30,Tier 2,25-34,Referral,,Baby Care,Yes,99,1,732.91,0.0,0.34,4.0,1,0,0.0,0.0,477,6,16,2,1,1,5,2,12,1,train,2,2,3,7,At Risk,1
CUST00437,2025-09-30,Tier 2,35-44,Marketplace,Silver,Baby Care,Yes,151,1,729.22,0.0,0.25,4.0,1,0,0.0,0.0,216,0,0,0,0,0,0,0,33,0,test,1,2,3,6,At Risk,1
CUST00634,2025-09-30,Tier 2,25-34,Google Search,,Skin Care,No,118,2,727.14,0.0,0.23,5.0,1,0,0.0,0.0,456,1,5,0,0,0,0,0,32,1,train,2,3,3,8,At Risk,1
